,symbol,exchange,industry,sector,name
POMPUI,POMPUI,SET,-,หมวดบริษัทจดทะเบียนที่อยู่ระหว่างฟื้นฟูการดำเนินงาน,บริษัท ผลิตภัณฑ์อาหารกว้างไพศาล จำกัด (มหาชน)
POPF,POPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ไพร์มออฟฟิศ
PORT,PORT,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน)
POST,POST,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท บางกอก โพสต์ จำกัด (มหาชน)
PPF,PPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์ปิ่นทอง อินดัสเตรียล ปาร์ค
PPM,PPM,MAI,สินค้าอุตสาหกรรม,-,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน)
PPP,PPP,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน)
PPPM,PPPM,SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,บริษัท พีพี ไพร์ม จำกัด (มหาชน)
PPS,PPS,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน)
PR9,PR9,SET,บริการ,การแพทย์,บริษัท โรงพยาบาลพระรามเก้า จำกัด (มหาชน)
PRAKIT,PRAKIT,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน)
PREB,PREB,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท พรีบิลท์ จำกัด (มหาชน)
PRECHA,PRECHA,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน)
PRG,PRG,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ปทุมไรซมิล แอนด์ แกรนารี จำกัด (มหาชน)
PRIME,PRIME,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน)
PRINC,PRINC,SET,บริการ,การแพทย์,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน)
PRM,PRM,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท พริมา มารีน จำกัด (มหาชน)
PRO,PRO,SET,บริการ,บริการเฉพาะกิจ,บริษัท โปรเฟสชั่นแนล เวสต์ เทคโนโลยี (1999) จำกัด (มหาชน)
PROUD,PROUD,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน)
PSH,PSH,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน)
PSL,PSL,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน)
PSTC,PSTC,MAI,ทรัพยากร,-,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน)
PT,PT,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน)
PTG,PTG,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน)
PTL,PTL,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน)
PTT,PTT,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ปตท. จำกัด (มหาชน)
PTTEP,PTTEP,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน)
PTTGC,PTTGC,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน)
PYLON,PYLON,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท ไพลอน จำกัด (มหาชน)
Q-CON,Q-CON,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ควอลิตี้คอนสตรัคชั่นโปรดัคส์ จำกัด (มหาชน)
QHPF,QHPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ควอลิตี้ เฮ้าส์
QLT,QLT,MAI,บริการ,-,บริษัท ควอลลีเทค จำกัด (มหาชน)
QTC,QTC,MAI,ทรัพยากร,-,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน)
RAM,RAM,SET,บริการ,การแพทย์,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน)
RATCH,RATCH,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ราช กรุ๊ป จำกัด (มหาชน)
RBF,RBF,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน)
RCL,RCL,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท อาร์ ซี แอล จำกัด (มหาชน)
RICH,RICH,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท ริช เอเชีย คอร์ปอเรชั่น จำกัด (มหาชน)
RICHY,RICHY,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน)
RJH,RJH,SET,บริการ,การแพทย์,บริษัท โรงพยาบาลราชธานี จำกัด (มหาชน)
RML,RML,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ไรมอน แลนด์ จำกัด (มหาชน)
ROCK,ROCK,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท ร้อกเวิธ จำกัด (มหาชน)
ROH,ROH,SET,บริการ,การท่องเที่ยวและสันทนาการ,บริษัท โรงแรมรอยัล ออคิด (ประเทศไทย) จำกัด (มหาชน)
ROJNA,ROJNA,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน)
RP,RP,MAI,บริการ,-,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน)
RPC,RPC,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท อาร์พีซีจี จำกัด (มหาชน)
RSP,RSP,SET,บริการ,พาณิชย์,บริษัท ริช สปอร์ต จำกัด (มหาชน)
RWI,RWI,MAI,สินค้าอุตสาหกรรม,-,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน)
S,S,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท สิงห์ เอสเตท จำกัด (มหาชน)
S & J,S & J,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บ.เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน)
S11,S11,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท เอส 11 กรุ๊ป จำกัด (มหาชน)
SAAM,SAAM,MAI,ทรัพยากร,-,บริษัท เอสเอเอเอ็ม เอ็นเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด (มหาชน)
SABINA,SABINA,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท ซาบีน่า จำกัด (มหาชน)
SAFARI,SAFARI,SET,-,หมวดบริษัทจดทะเบียนที่อยู่ระหว่างฟื้นฟูการดำเนินงาน,บริษัท ซาฟารีเวิลด์ จำกัด (มหาชน)
SALEE,SALEE,MAI,สินค้าอุตสาหกรรม,-,บริษัท สาลี่อุตสาหกรรม จำกัด (มหาชน)
SAM,SAM,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท สามชัย สตีล อินดัสทรี จำกัด (มหาชน)
SAMART,SAMART,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท สามารถคอร์ปอเรชั่น จำกัด (มหาชน)
SAMCO,SAMCO,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท สัมมากร จำกัด (มหาชน)
SAMTEL,SAMTEL,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท สามารถเทลคอม จำกัด (มหาชน)
SANKO,SANKO,MAI,สินค้าอุตสาหกรรม,-,บริษัท ซังโกะ ไดคาซติ้ง (ประเทศไทย) จำกัด (มหาชน)
SAPPE,SAPPE,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เซ็ปเป้ จำกัด (มหาชน)
SAT,SAT,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท สมบูรณ์ แอ๊ดวานซ์ เทคโนโลยี จำกัด (มหาชน)
SAUCE,SAUCE,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ไทยเทพรส จำกัด (มหาชน)
SAWAD,SAWAD,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ศรีสวัสดิ์ คอร์ปอเรชั่น จำกัด (มหาชน)
SC,SC,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน)
SCB,SCB,SET,ธุรกิจการเงิน,ธนาคาร,ธนาคารไทยพาณิชย์ จำกัด (มหาชน)
SCC,SCC,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ปูนซิเมนต์ไทย จำกัด(มหาชน)
SCCC,SCCC,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน)
SCG,SCG,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท สหโคเจน (ชลบุรี) จำกัด (มหาชน)
SCI,SCI,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท เอสซีไอ อีเลคตริค จำกัด (มหาชน)
SCN,SCN,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท สแกน อินเตอร์ จำกัด (มหาชน)
SCP,SCP,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ทักษิณคอนกรีต จำกัด (มหาชน)
SDC,SDC,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท สามารถ ดิจิตอล จำกัด (มหาชน)
SE,SE,MAI,บริการ,-,บริษัท สยามอีสต์ โซลูชั่น จำกัด (มหาชน)
SEAFCO,SEAFCO,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท ซีฟโก้ จำกัด (มหาชน)
SEAOIL,SEAOIL,MAI,ทรัพยากร,-,บริษัท ซีออยล์ จำกัด (มหาชน)
SE-ED,SE-ED,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท ซีเอ็ดยูเคชั่น จำกัด (มหาชน)
SELIC,SELIC,MAI,สินค้าอุตสาหกรรม,-,บริษัท ซีลิค คอร์พ จำกัด (มหาชน)
SENA,SENA,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เสนาดีเวลลอปเม้นท์ จำกัด (มหาชน)
SF,SF,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท สยามฟิวเจอร์ดีเวลอปเมนท์ จำกัด (มหาชน)
SFLEX,SFLEX,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท สตาร์เฟล็กซ์ จำกัด (มหาชน)
SFP,SFP,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท อาหารสยาม จำกัด(มหาชน)
SGF,SGF,MAI,ธุรกิจการเงิน,-,บริษัท เอสจีเอฟ แคปปิตอล จำกัด (มหาชน)
SGP,SGP,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท สยามแก๊ส แอนด์ ปิโตรเคมีคัลส์ จำกัด (มหาชน)
SHANG,SHANG,SET,บริการ,การท่องเที่ยวและสันทนาการ,บริษัท แชงกรี-ลา โฮเต็ล จำกัด (มหาชน)
SIAM,SIAM,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท สยามสตีลอินเตอร์เนชั่นแนล จำกัด (มหาชน)
SIMAT,SIMAT,MAI,เทคโนโลยี,-,บริษัท ไซแมท เทคโนโลยี จำกัด (มหาชน)
SINGER,SINGER,SET,บริการ,พาณิชย์,บริษัท ซิงเกอร์ประเทศไทย จำกัด (มหาชน)
SIRI,SIRI,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท แสนสิริ จำกัด (มหาชน)
SIRIP,SIRIP,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์แสนสิริ ไพร์มออฟฟิศ
SIS,SIS,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท เอสไอเอส ดิสทริบิวชั่น (ประเทศไทย) จำกัด (มหาชน)
SISB,SISB,SET,บริการ,บริการเฉพาะกิจ,บริษัท เอสไอเอสบี จำกัด (มหาชน)
SITHAI,SITHAI,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท ศรีไทยซุปเปอร์แวร์ จำกัด (มหาชน)
SKE,SKE,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท สากล เอนเนอยี จำกัด (มหาชน)
SKN,SKN,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ส.กิจชัย เอ็นเตอร์ไพรส์ จำกัด (มหาชน)
SKY,SKY,MAI,เทคโนโลยี,-,บริษัท สกาย ไอซีที จำกัด (มหาชน)
SLP,SLP,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท สาลี่ พริ้นท์ติ้ง จำกัด (มหาชน)
SMART,SMART,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท สมาร์ทคอนกรีต จำกัด (มหาชน)
SMIT,SMIT,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท สหมิตรเครื่องกล จำกัด (มหาชน)
SMK,SMK,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท สินมั่นคงประกันภัย จำกัด (มหาชน)
SMPC,SMPC,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท สหมิตรถังแก๊ส จำกัด (มหาชน)
SMT,SMT,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัท สตาร์ส ไมโครอิเล็กทรอนิกส์ (ประเทศไทย) จำกัด (มหาชน)
SNC,SNC,SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,บริษัท เอส เอ็น ซี ฟอร์เมอร์ จำกัด (มหาชน)
SNP,SNP,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เอส แอนด์ พี ซินดิเคท จำกัด (มหาชน)
SOLAR,SOLAR,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท โซลาร์ตรอน จำกัด (มหาชน)
SONIC,SONIC,MAI,บริการ,-,บริษัท โซนิค อินเตอร์เฟรท จำกัด (มหาชน)
SORKON,SORKON,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ส. ขอนแก่นฟู้ดส์ จำกัด (มหาชน)
SPA,SPA,MAI,บริการ,-,บริษัท สยามเวลเนสกรุ๊ป จำกัด (มหาชน)
SPACK,SPACK,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท เอส. แพ็ค แอนด์ พริ้นท์ จำกัด (มหาชน)
SPALI,SPALI,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ศุภาลัย จำกัด (มหาชน)
SPC,SPC,SET,บริการ,พาณิชย์,บริษัท สหพัฒนพิบูล จำกัด (มหาชน)
SPCG,SPCG,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท เอสพีซีจี จำกัด (มหาชน)
SPF,SPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์สนามบินสมุย
SPG,SPG,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท สยามภัณฑ์กรุ๊ป จำกัด (มหาชน)
SPI,SPI,SET,บริการ,พาณิชย์,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน)
SPRC,SPRC,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท สตาร์ ปิโตรเลียม รีไฟน์นิ่ง จำกัด (มหาชน)
SPVI,SPVI,MAI,เทคโนโลยี,-,บริษัท เอส พี วี ไอ จำกัด (มหาชน)
SQ,SQ,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท สหกลอิควิปเมนท์ จำกัด (มหาชน)
SR,SR,MAI,ทรัพยากร,-,บริษัท สยามราช จำกัด (มหาชน)
SRICHA,SRICHA,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท ศรีราชาคอนสตรัคชั่น จำกัด (มหาชน)
SRIPANWA,SRIPANWA,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์โรงแรมศรีพันวา
SSC,SSC,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เสริมสุข จำกัด (มหาชน)
SSF,SSF,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท สุรพลฟู้ดส์ จำกัด (มหาชน)
SSI,SSI,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท สหวิริยาสตีลอินดัสตรี จำกัด (มหาชน)
SSP,SSP,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท เสริมสร้าง พาวเวอร์ คอร์ปอเรชั่น จำกัด (มหาชน)
SSSC,SSSC,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท ศูนย์บริการเหล็กสยาม จำกัด (มหาชน)
SST,SST,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ทรัพย์ศรีไทย จำกัด (มหาชน)
SSTRT,SSTRT,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ทรัพย์ศรีไทย
STA,STA,SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,บริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน)
STANLY,STANLY,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (มหาชน)
STAR,STAR,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท สตาร์ ยูนิเวอร์แซล เน็ตเวิร์ค จำกัด (มหาชน)
STC,STC,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท เอสทีซี คอนกรีตโปรดัคท์ จำกัด (มหาชน)
STEC,STEC,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท ซิโน-ไทย เอ็นจีเนียริ่งแอนด์คอนสตรัคชั่น จำกัด(มหาชน)
STHAI,STHAI,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บริษัท ซันไทยอุตสาหกรรมถุงมือยาง จำกัด (มหาชน)
STI,STI,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท สโตนเฮ้นจ์ อินเตอร์ จำกัด (มหาชน)
STPI,STPI,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน)
SUC,SUC,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท สหยูเนี่ยน จำกัด (มหาชน)
SUN,SUN,MAI,เกษตรและอุตสาหกรรมอาหาร,-,บริษัท ซันสวีท จำกัด (มหาชน)
SUPER,SUPER,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน)
SUPEREIF,SUPEREIF,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,กองทุนรวมโครงสร้างพื้นฐานโรงไฟฟ้า ซุปเปอร์ เอนเนอร์ยี
SUSCO,SUSCO,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ซัสโก้ จำกัด (มหาชน)
SUTHA,SUTHA,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท สุธากัญจน์ จำกัด (มหาชน)
SVH,SVH,SET,บริการ,การแพทย์,บริษัท สมิติเวช จำกัด (มหาชน)
SVI,SVI,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัท เอสวีไอ จำกัด (มหาชน)
SVOA,SVOA,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท เอสวีโอเอ จำกัด (มหาชน)
SWC,SWC,MAI,สินค้าอุตสาหกรรม,-,บริษัท เชอร์วู้ด คอร์ปอเรชั่น (ประเทศไทย) จำกัด (มหาชน)
SYMC,SYMC,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน)
SYNEX,SYNEX,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน)
SYNTEC,SYNTEC,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน)
T,T,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท ที เอ็นจิเนียร์ริ่ง คอร์เปอร์เรชั่น จำกัด (มหาชน)
TACC,TACC,MAI,เกษตรและอุตสาหกรรมอาหาร,-,บริษัท ที.เอ.ซี. คอนซูเมอร์ จำกัด (มหาชน)
TAE,TAE,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน)
TAKUNI,TAKUNI,MAI,ทรัพยากร,-,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน)
TAPAC,TAPAC,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท ทาพาโก้ จำกัด (มหาชน)
TASCO,TASCO,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน)
TBSP,TBSP,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท ทีบีเอสพี จำกัด (มหาชน)
TC,TC,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน)
TCAP,TCAP,SET,ธุรกิจการเงิน,ธนาคาร,บริษัท ทุนธนชาต จำกัด (มหาชน)
TCC,TCC,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน)
TCCC,TCCC,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท ไทยเซ็นทรัลเคมี จำกัด (มหาชน)
TCJ,TCJ,SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน)
TCMC,TCMC,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน)
TEAM,TEAM,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัท ทีมพรีซิชั่น จำกัด (มหาชน)
TEAMG,TEAMG,SET,บริการ,บริการเฉพาะกิจ,บริษัท ทีม คอนซัลติ้ง เอนจิเนียริ่ง แอนด์ แมเนจเมนท์ จำกัด (มหาชน)
TFFIF,TFFIF,SET,บริการ,ขนส่งและโลจิสติกส์,กองทุนรวมโครงสร้างพื้นฐานเพื่ออนาคตประเทศไทย
TFG,TFG,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน)
TFI,TFI,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท ไทยฟิล์มอินดัสตรี่ จำกัด (มหาชน)
TFMAMA,TFMAMA,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน)
TGPRO,TGPRO,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท ไทย-เยอรมัน โปรดักส์ จำกัด (มหาชน)
TH,TH,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน)
THAI,THAI,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท การบินไทย จำกัด (มหาชน)
THANA,THANA,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน)
THANI,THANI,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ราชธานีลิสซิ่ง จำกัด (มหาชน)
THCOM,THCOM,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท ไทยคม จำกัด (มหาชน)
THE,THE,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท เดอะ สตีล จำกัด (มหาชน)
THG,THG,SET,บริการ,การแพทย์,บริษัท ธนบุรี เฮลท์แคร์ กรุ๊ป จำกัด (มหาชน)
THIP,THIP,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท ทานตะวันอุตสาหกรรม จำกัด (มหาชน)
